"Female_1","Female_2","Female_3","Male_1","Male_2","Male_3","ENSEMBL_ID","MGI_symbol","Description"
976,625,673,1249,777,1237,"ENSMUSG00000021108","Prkch","protein kinase C, eta [Source:MGI Symbol;Acc:MGI:97600]"
2775,1936,2140,2546,2875,2306,"ENSMUSG00000021109","Hif1a","hypoxia inducible factor 1, alpha subunit [Source:MGI Symbol;Acc:MGI:106918]"
4439,2920,3368,4714,3952,3709,"ENSMUSG00000021111","Papola","poly (A) polymerase alpha [Source:MGI Symbol;Acc:MGI:109301]"
757,642,656,1087,1059,994,"ENSMUSG00000021112","Mpp5","membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5) [Source:MGI Symbol;Acc:MGI:1927339]"
939,668,642,952,945,1038,"ENSMUSG00000021113","Snapc1","small nuclear RNA activating complex, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1922877]"
2370,2173,1945,3168,2571,2128,"ENSMUSG00000021114","Atp6v1d","ATPase, H+ transporting, lysosomal V1 subunit D [Source:MGI Symbol;Acc:MGI:1921084]"
490,458,390,617,772,583,"ENSMUSG00000021115","Vrk1","vaccinia related kinase 1 [Source:MGI Symbol;Acc:MGI:1261847]"
1368,1074,1062,1538,1484,992,"ENSMUSG00000021116","Eif2s1","eukaryotic translation initiation factor 2, subunit 1 alpha [Source:MGI Symbol;Acc:MGI:95299]"
16,10,15,45,54,45,"ENSMUSG00000021118","Plek2","pleckstrin 2 [Source:MGI Symbol;Acc:MGI:1351466]"
213,192,232,397,369,300,"ENSMUSG00000021120","Pigh","phosphatidylinositol glycan anchor biosynthesis, class H [Source:MGI Symbol;Acc:MGI:99463]"
193,190,196,329,259,228,"ENSMUSG00000021123","Rdh12","retinol dehydrogenase 12 [Source:MGI Symbol;Acc:MGI:1925224]"
2080,1768,1538,2454,1804,1743,"ENSMUSG00000021124","Vti1b","vesicle transport through interaction with t-SNAREs 1B [Source:MGI Symbol;Acc:MGI:1855688]"
9,13,7,11,25,15,"ENSMUSG00000021125","Arg2","arginase type II [Source:MGI Symbol;Acc:MGI:1330806]"
99,29,42,268,206,90,"ENSMUSG00000021127","Zfp36l1","zinc finger protein 36, C3H type-like 1 [Source:MGI Symbol;Acc:MGI:107946]"
142,122,74,721,163,381,"ENSMUSG00000021130","Galnt16","polypeptide N-acetylgalactosaminyltransferase 16 [Source:MGI Symbol;Acc:MGI:1917754]"
1883,1506,1361,1969,1592,1636,"ENSMUSG00000021131","Erh","ERH mRNA splicing and mitosis factor [Source:MGI Symbol;Acc:MGI:108089]"
607,533,411,616,767,878,"ENSMUSG00000021133","Susd6","sushi domain containing 6 [Source:MGI Symbol;Acc:MGI:2444661]"
6435,5537,4523,7212,9759,8267,"ENSMUSG00000021134","Srsf5","serine/arginine-rich splicing factor 5 [Source:MGI Symbol;Acc:MGI:98287]"
309,172,176,159,109,129,"ENSMUSG00000021136","Smoc1","SPARC related  modular calcium binding 1 [Source:MGI Symbol;Acc:MGI:1929878]"
14,5,12,10,25,23,"ENSMUSG00000021139","Gm20498","predicted gene 20498 [Source:MGI Symbol;Acc:MGI:5141963]"
162,138,232,288,528,280,"ENSMUSG00000021140","Pcnx","pecanex homolog [Source:MGI Symbol;Acc:MGI:1891924]"
329,414,469,558,756,457,"ENSMUSG00000021143","Pacs2","phosphofurin acidic cluster sorting protein 2 [Source:MGI Symbol;Acc:MGI:1924399]"
68,91,58,95,83,99,"ENSMUSG00000021144","Mta1","metastasis associated 1 [Source:MGI Symbol;Acc:MGI:2150037]"
496,346,473,663,587,627,"ENSMUSG00000021147","Wdr37","WD repeat domain 37 [Source:MGI Symbol;Acc:MGI:1920393]"
1090,824,762,1032,1028,1107,"ENSMUSG00000021149","Gtpbp4","GTP binding protein 4 [Source:MGI Symbol;Acc:MGI:1916487]"
2323,1599,1801,2561,2506,2391,"ENSMUSG00000021156","Zmynd11","zinc finger, MYND domain containing 11 [Source:MGI Symbol;Acc:MGI:1913755]"
2200,1535,1946,2453,2958,2352,"ENSMUSG00000021171","Esyt2","extended synaptotagmin-like protein 2 [Source:MGI Symbol;Acc:MGI:1261845]"
41,37,24,82,37,60,"ENSMUSG00000021175","Cdca7l","cell division cycle associated 7 like [Source:MGI Symbol;Acc:MGI:2384982]"
41,27,33,34,36,37,"ENSMUSG00000021176","Efcab11","EF-hand calcium binding domain 11 [Source:MGI Symbol;Acc:MGI:1926017]"
686,497,501,796,606,533,"ENSMUSG00000021177","Tdp1","tyrosyl-DNA phosphodiesterase 1 [Source:MGI Symbol;Acc:MGI:1920036]"
2678,1980,1822,3042,2461,2497,"ENSMUSG00000021178","Psmc1","protease (prosome, macropain) 26S subunit, ATPase 1 [Source:MGI Symbol;Acc:MGI:106054]"
245,152,166,366,245,263,"ENSMUSG00000021179","Nrde2","nrde-2 necessary for RNA interference, domain containing [Source:MGI Symbol;Acc:MGI:2670969]"
939,601,749,903,928,964,"ENSMUSG00000021180","Rps6ka5","ribosomal protein S6 kinase, polypeptide 5 [Source:MGI Symbol;Acc:MGI:1920336]"
261,465,495,643,970,795,"ENSMUSG00000021182","Ccdc88c","coiled-coil domain containing 88C [Source:MGI Symbol;Acc:MGI:1915589]"
2179,1645,1652,2226,1787,1484,"ENSMUSG00000021185","Dglucy","D-glutamate cyclase [Source:MGI Symbol;Acc:MGI:2444813]"
74,43,37,211,52,88,"ENSMUSG00000021186","Fbln5","fibulin 5 [Source:MGI Symbol;Acc:MGI:1346091]"
62,39,45,95,82,72,"ENSMUSG00000021187","Tc2n","tandem C2 domains, nuclear [Source:MGI Symbol;Acc:MGI:1921663]"
1542,758,994,1299,1555,1515,"ENSMUSG00000021188","Trip11","thyroid hormone receptor interactor 11 [Source:MGI Symbol;Acc:MGI:1924393]"
147,90,129,141,113,106,"ENSMUSG00000021189","Atxn3","ataxin 3 [Source:MGI Symbol;Acc:MGI:1099442]"
880,1125,841,1676,1319,1261,"ENSMUSG00000021190","Lgmn","legumain [Source:MGI Symbol;Acc:MGI:1330838]"
1886,950,1137,1827,1582,1728,"ENSMUSG00000021192","Golga5","golgi autoantigen, golgin subfamily a, 5 [Source:MGI Symbol;Acc:MGI:1351475]"
1884,1142,1095,1878,1362,1472,"ENSMUSG00000021193","Pitrm1","pitrilysin metallepetidase 1 [Source:MGI Symbol;Acc:MGI:1916867]"
11208,10325,8847,20524,14483,18664,"ENSMUSG00000021194","Chga","chromogranin A [Source:MGI Symbol;Acc:MGI:88394]"
2067,2403,2175,4128,5349,3910,"ENSMUSG00000021196","Pfkp","phosphofructokinase, platelet [Source:MGI Symbol;Acc:MGI:1891833]"
328,295,302,410,448,537,"ENSMUSG00000021198","Unc79","unc-79 homolog [Source:MGI Symbol;Acc:MGI:2684729]"
15,10,8,19,7,10,"ENSMUSG00000021200","Asb2","ankyrin repeat and SOCS box-containing 2 [Source:MGI Symbol;Acc:MGI:1929743]"
294,197,213,331,235,218,"ENSMUSG00000021203","Otub2","OTU domain, ubiquitin aldehyde binding 2 [Source:MGI Symbol;Acc:MGI:1915399]"
30,24,49,105,88,86,"ENSMUSG00000021209","Ppp4r4","protein phosphatase 4, regulatory subunit 4 [Source:MGI Symbol;Acc:MGI:1921771]"
52,29,36,32,13,21,"ENSMUSG00000021213","Akr1c13","aldo-keto reductase family 1, member C13 [Source:MGI Symbol;Acc:MGI:1351662]"
101,60,59,119,123,109,"ENSMUSG00000021215","Net1","neuroepithelial cell transforming gene 1 [Source:MGI Symbol;Acc:MGI:1927138]"
54,26,30,52,46,57,"ENSMUSG00000021217","Tshz3","teashirt zinc finger family member 3 [Source:MGI Symbol;Acc:MGI:2442819]"
5773,4319,4579,5390,3906,4280,"ENSMUSG00000021218","Gdi2","guanosine diphosphate (GDP) dissociation inhibitor 2 [Source:MGI Symbol;Acc:MGI:99845]"
10,1,8,2,12,6,"ENSMUSG00000021219","Rgs6","regulator of G-protein signaling 6 [Source:MGI Symbol;Acc:MGI:1354730]"
18,3,17,41,33,37,"ENSMUSG00000021221","Dpf3","D4, zinc and double PHD fingers, family 3 [Source:MGI Symbol;Acc:MGI:1917377]"
257,332,275,448,388,367,"ENSMUSG00000021222","Dcaf4","DDB1 and CUL4 associated factor 4 [Source:MGI Symbol;Acc:MGI:1921078]"
31,7,6,86,76,123,"ENSMUSG00000021223","Papln","papilin, proteoglycan-like sulfated glycoprotein [Source:MGI Symbol;Acc:MGI:2386139]"
644,423,494,744,648,642,"ENSMUSG00000021224","Numb","NUMB endocytic adaptor protein [Source:MGI Symbol;Acc:MGI:107423]"
119,156,180,205,127,176,"ENSMUSG00000021226","Acot2","acyl-CoA thioesterase 2 [Source:MGI Symbol;Acc:MGI:2159605]"
93,104,119,173,236,141,"ENSMUSG00000021234","Fam161b","family with sequence similarity 161, member B [Source:MGI Symbol;Acc:MGI:2443027]"
421,361,215,465,418,433,"ENSMUSG00000021235","Coq6","coenzyme Q6 monooxygenase [Source:MGI Symbol;Acc:MGI:1924408]"
764,621,507,850,689,636,"ENSMUSG00000021236","Entpd5","ectonucleoside triphosphate diphosphohydrolase 5 [Source:MGI Symbol;Acc:MGI:1321385]"
3583,2818,2987,4980,4830,4736,"ENSMUSG00000021238","Aldh6a1","aldehyde dehydrogenase family 6, subfamily A1 [Source:MGI Symbol;Acc:MGI:1915077]"
251,272,278,317,455,343,"ENSMUSG00000021240","Abcd4","ATP-binding cassette, sub-family D (ALD), member 4 [Source:MGI Symbol;Acc:MGI:1349217]"
824,691,757,1015,1000,795,"ENSMUSG00000021241","Isca2","iron-sulfur cluster assembly 2 [Source:MGI Symbol;Acc:MGI:1921566]"
4279,4301,2936,6496,4321,5975,"ENSMUSG00000021242","Npc2","NPC intracellular cholesterol transporter 2 [Source:MGI Symbol;Acc:MGI:1915213]"
588,419,392,590,443,438,"ENSMUSG00000021243","Fcf1","FCF1 rRNA processing protein [Source:MGI Symbol;Acc:MGI:1920986]"
536,381,432,509,660,659,"ENSMUSG00000021244","Ylpm1","YLP motif containing 1 [Source:MGI Symbol;Acc:MGI:1926195]"
573,371,566,746,711,576,"ENSMUSG00000021245","Mlh3","mutL homolog 3 [Source:MGI Symbol;Acc:MGI:1353455]"
10464,7567,6440,10006,6268,8777,"ENSMUSG00000021248","Tmed10","transmembrane p24 trafficking protein 10 [Source:MGI Symbol;Acc:MGI:1915831]"
100586,72672,73842,108447,91800,92106,"ENSMUSG00000021250","Fos","FBJ osteosarcoma oncogene [Source:MGI Symbol;Acc:MGI:95574]"
474,354,367,619,394,471,"ENSMUSG00000021252","Erg28","ergosterol biosynthesis 28 [Source:MGI Symbol;Acc:MGI:1915571]"
660,510,395,417,331,250,"ENSMUSG00000021253","Tgfb3","transforming growth factor, beta 3 [Source:MGI Symbol;Acc:MGI:98727]"
408,429,340,585,642,516,"ENSMUSG00000021254","Gpatch2l","G patch domain containing 2 like [Source:MGI Symbol;Acc:MGI:1917623]"
466,518,405,668,605,559,"ENSMUSG00000021257","Angel1","angel homolog 1 [Source:MGI Symbol;Acc:MGI:1915987]"
38,36,53,65,80,65,"ENSMUSG00000021258","Ccnk","cyclin K [Source:MGI Symbol;Acc:MGI:1276106]"
60,53,64,144,238,194,"ENSMUSG00000021259","Cyp46a1","cytochrome P450, family 46, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1341877]"
125,125,167,127,199,150,"ENSMUSG00000021262","Evl","Ena-vasodilator stimulated phosphoprotein [Source:MGI Symbol;Acc:MGI:1194884]"
50,31,26,108,56,65,"ENSMUSG00000021263","Degs2","delta(4)-desaturase, sphingolipid 2 [Source:MGI Symbol;Acc:MGI:1917309]"
202,141,182,160,222,169,"ENSMUSG00000021264","Yy1","YY1 transcription factor [Source:MGI Symbol;Acc:MGI:99150]"
485,445,353,592,370,388,"ENSMUSG00000021265","Slc25a29","solute carrier family 25 (mitochondrial carrier, palmitoylcarnitine transporter), member 29 [Source:MGI Symbol;Acc:MGI:2444911]"
1849,1229,1133,1514,1235,1032,"ENSMUSG00000021266","Wars","tryptophanyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:104630]"
7877,3391,5135,7299,14108,15434,"ENSMUSG00000021268","Meg3","maternally expressed 3 [Source:MGI Symbol;Acc:MGI:1202886]"
11997,9471,12371,11425,10949,12132,"ENSMUSG00000021270","Hsp90aa1","heat shock protein 90, alpha (cytosolic), class A member 1 [Source:MGI Symbol;Acc:MGI:96250]"
333,215,284,373,469,383,"ENSMUSG00000021271","Zfp839","zinc finger protein 839 [Source:MGI Symbol;Acc:MGI:1920055]"
2087,2108,1584,3635,2465,3369,"ENSMUSG00000021273","Fdft1","farnesyl diphosphate farnesyl transferase 1 [Source:MGI Symbol;Acc:MGI:102706]"
455,377,476,626,605,641,"ENSMUSG00000021275","Tecpr2","tectonin beta-propeller repeat containing 2 [Source:MGI Symbol;Acc:MGI:2144865]"
412,335,321,430,397,353,"ENSMUSG00000021276","Cinp","cyclin-dependent kinase 2 interacting protein [Source:MGI Symbol;Acc:MGI:1914486]"
633,494,669,782,680,561,"ENSMUSG00000021277","Traf3","TNF receptor-associated factor 3 [Source:MGI Symbol;Acc:MGI:108041]"
131,156,191,154,303,196,"ENSMUSG00000021279","Cdc42bpb","CDC42 binding protein kinase beta [Source:MGI Symbol;Acc:MGI:2136459]"
12,1,1,17,9,4,"ENSMUSG00000021280","Exoc3l4","exocyst complex component 3-like 4 [Source:MGI Symbol;Acc:MGI:1921363]"
163,64,52,244,131,149,"ENSMUSG00000021281","Tnfaip2","tumor necrosis factor, alpha-induced protein 2 [Source:MGI Symbol;Acc:MGI:104960]"
5553,3101,3573,5027,5662,4768,"ENSMUSG00000021282","Eif5","eukaryotic translation initiation factor 5 [Source:MGI Symbol;Acc:MGI:95309]"
219,248,398,402,837,390,"ENSMUSG00000021285","Ppp1r13b","protein phosphatase 1, regulatory subunit 13B [Source:MGI Symbol;Acc:MGI:1336199]"
783,717,695,1375,981,867,"ENSMUSG00000021286","Zfyve21","zinc finger, FYVE domain containing 21 [Source:MGI Symbol;Acc:MGI:1915770]"
161,137,177,243,164,169,"ENSMUSG00000021287","Xrcc3","X-ray repair complementing defective repair in Chinese hamster cells 3 [Source:MGI Symbol;Acc:MGI:1921585]"
1952,1661,1528,2485,2304,1904,"ENSMUSG00000021288","Klc1","kinesin light chain 1 [Source:MGI Symbol;Acc:MGI:107978]"
1401,1631,1217,1434,1082,1055,"ENSMUSG00000021290","Atp5mpl","ATP synthase membrane subunit 6.8PL [Source:MGI Symbol;Acc:MGI:1917507]"
2,2,12,56,36,25,"ENSMUSG00000021294","Kif26a","kinesin family member 26A [Source:MGI Symbol;Acc:MGI:2447072]"
72,113,107,115,306,140,"ENSMUSG00000021301","Hecw1","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:2444115]"
1348,1010,1075,1386,1193,1243,"ENSMUSG00000021302","Ggps1","geranylgeranyl diphosphate synthase 1 [Source:MGI Symbol;Acc:MGI:1341724]"
7213,4893,4010,3838,3985,3918,"ENSMUSG00000021303","Gng4","guanine nucleotide binding protein (G protein), gamma 4 [Source:MGI Symbol;Acc:MGI:102703]"
549,444,403,656,481,619,"ENSMUSG00000021306","Gpr137b","G protein-coupled receptor 137B [Source:MGI Symbol;Acc:MGI:1891463]"
588,364,428,739,686,649,"ENSMUSG00000021311","Mtr","5-methyltetrahydrofolate-homocysteine methyltransferase [Source:MGI Symbol;Acc:MGI:894292]"
106,177,280,172,535,259,"ENSMUSG00000021313","Ryr2","ryanodine receptor 2, cardiac [Source:MGI Symbol;Acc:MGI:99685]"
1012,1094,1020,1639,1710,1466,"ENSMUSG00000021314","Amph","amphiphysin [Source:MGI Symbol;Acc:MGI:103574]"
8,2,0,21,16,23,"ENSMUSG00000021318","Gli3","GLI-Kruppel family member GLI3 [Source:MGI Symbol;Acc:MGI:95729]"
5,2,0,0,12,10,"ENSMUSG00000021319","Sfrp4","secreted frizzled-related protein 4 [Source:MGI Symbol;Acc:MGI:892010]"
1325,1034,1032,1338,1093,927,"ENSMUSG00000021326","Trim27","tripartite motif-containing 27 [Source:MGI Symbol;Acc:MGI:97904]"
1311,1054,909,1236,1385,1410,"ENSMUSG00000021327","Zkscan3","zinc finger with KRAB and SCAN domains 3 [Source:MGI Symbol;Acc:MGI:1919989]"
130,149,89,243,230,177,"ENSMUSG00000021337","Scgn","secretagogin, EF-hand calcium binding protein [Source:MGI Symbol;Acc:MGI:2384873]"
553,349,436,632,804,963,"ENSMUSG00000021338","Carmil1","capping protein regulator and myosin 1 linker 1 [Source:MGI Symbol;Acc:MGI:1915982]"
407,324,365,425,369,383,"ENSMUSG00000021339","Mrs2","MRS2 magnesium transporter [Source:MGI Symbol;Acc:MGI:2685748]"
701,849,611,1578,1325,1531,"ENSMUSG00000021340","Gpld1","glycosylphosphatidylinositol specific phospholipase D1 [Source:MGI Symbol;Acc:MGI:106604]"
11022749,9909586,8255470,2397497,871195,1866009,"ENSMUSG00000021342","Prl","prolactin [Source:MGI Symbol;Acc:MGI:97762]"
2330,1451,1633,2389,2153,2097,"ENSMUSG00000021357","Exoc2","exocyst complex component 2 [Source:MGI Symbol;Acc:MGI:1913732]"
1119,1094,665,1099,1281,1421,"ENSMUSG00000021360","Gcnt2","glucosaminyl (N-acetyl) transferase 2, I-branching enzyme [Source:MGI Symbol;Acc:MGI:1100870]"
1178,1279,939,1206,742,952,"ENSMUSG00000021361","Tmem14c","transmembrane protein 14C [Source:MGI Symbol;Acc:MGI:1913404]"
132,149,113,229,267,242,"ENSMUSG00000021363","Mak","male germ cell-associated kinase [Source:MGI Symbol;Acc:MGI:96913]"
39,20,11,17,27,12,"ENSMUSG00000021364","Elovl2","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2 [Source:MGI Symbol;Acc:MGI:1858960]"
479,388,279,450,455,465,"ENSMUSG00000021365","Nedd9","neural precursor cell expressed, developmentally down-regulated gene 9 [Source:MGI Symbol;Acc:MGI:97302]"
599,532,600,712,950,913,"ENSMUSG00000021366","Hivep1","human immunodeficiency virus type I enhancer binding protein 1 [Source:MGI Symbol;Acc:MGI:96100]"
504,373,373,459,319,271,"ENSMUSG00000021368","Tbc1d7","TBC1 domain family, member 7 [Source:MGI Symbol;Acc:MGI:1914296]"
528,427,830,551,886,468,"ENSMUSG00000021371","Mcur1","mitochondrial calcium uniporter regulator 1 [Source:MGI Symbol;Acc:MGI:1923387]"
61,82,72,139,236,156,"ENSMUSG00000021373","Cap2","CAP, adenylate cyclase-associated protein, 2 (yeast) [Source:MGI Symbol;Acc:MGI:1914502]"
628,473,527,766,913,859,"ENSMUSG00000021374","Nup153","nucleoporin 153 [Source:MGI Symbol;Acc:MGI:2385621]"
77,62,69,64,151,71,"ENSMUSG00000021375","Kif13a","kinesin family member 13A [Source:MGI Symbol;Acc:MGI:1098264]"
103,92,83,129,154,166,"ENSMUSG00000021376","Tpmt","thiopurine methyltransferase [Source:MGI Symbol;Acc:MGI:98812]"
417,291,307,517,532,446,"ENSMUSG00000021377","Dek","DEK oncogene (DNA binding) [Source:MGI Symbol;Acc:MGI:1926209]"
16,24,44,48,66,35,"ENSMUSG00000021379","Id4","inhibitor of DNA binding 4 [Source:MGI Symbol;Acc:MGI:99414]"
10,14,9,51,33,19,"ENSMUSG00000021384","Susd3","sushi domain containing 3 [Source:MGI Symbol;Acc:MGI:1913579]"
841,713,476,794,761,801,"ENSMUSG00000021385","Ippk","inositol 1,3,4,5,6-pentakisphosphate 2-kinase [Source:MGI Symbol;Acc:MGI:1922928]"
85,49,34,100,22,76,"ENSMUSG00000021390","Ogn","osteoglycin [Source:MGI Symbol;Acc:MGI:109278]"
15,26,22,33,36,34,"ENSMUSG00000021391","Cenpp","centromere protein P [Source:MGI Symbol;Acc:MGI:1913586]"
209,132,176,248,225,195,"ENSMUSG00000021392","Nol8","nucleolar protein 8 [Source:MGI Symbol;Acc:MGI:1918180]"
2054,1809,1927,2340,2454,2432,"ENSMUSG00000021395","Spin1","spindlin 1 [Source:MGI Symbol;Acc:MGI:109242]"
30,44,28,90,110,94,"ENSMUSG00000021396","Nxnl2","nucleoredoxin-like 2 [Source:MGI Symbol;Acc:MGI:1922374]"
1323,1096,917,1476,1356,1314,"ENSMUSG00000021400","Wrnip1","Werner helicase interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926153]"
1405,1186,1069,1751,2282,2362,"ENSMUSG00000021408","Ripk1","receptor (TNFRSF)-interacting serine-threonine kinase 1 [Source:MGI Symbol;Acc:MGI:108212]"
61,39,16,132,74,58,"ENSMUSG00000021411","Pxdc1","PX domain containing 1 [Source:MGI Symbol;Acc:MGI:1914145]"
1003,488,656,938,1209,1056,"ENSMUSG00000021413","Prpf4b","pre-mRNA processing factor 4B [Source:MGI Symbol;Acc:MGI:109584]"
871,837,717,1319,904,950,"ENSMUSG00000021417","Eci2","enoyl-Coenzyme A delta isomerase 2 [Source:MGI Symbol;Acc:MGI:1346064]"
121,88,107,184,121,138,"ENSMUSG00000021418","Rpp40","ribonuclease P 40 subunit [Source:MGI Symbol;Acc:MGI:1346084]"
898,850,675,988,818,778,"ENSMUSG00000021420","Fars2","phenylalanine-tRNA synthetase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1917205]"
17,19,13,39,12,15,"ENSMUSG00000021423","Ly86","lymphocyte antigen 86 [Source:MGI Symbol;Acc:MGI:1321404]"
6923,4552,4829,5967,4825,4989,"ENSMUSG00000021427","Ssr1","signal sequence receptor, alpha [Source:MGI Symbol;Acc:MGI:105082]"
950,566,534,779,814,1032,"ENSMUSG00000021428","Riok1","RIO kinase 1 [Source:MGI Symbol;Acc:MGI:1918590]"
193,201,184,265,317,313,"ENSMUSG00000021431","Snrnp48","small nuclear ribonucleoprotein 48 (U11/U12) [Source:MGI Symbol;Acc:MGI:1915047]"
472,356,345,483,482,490,"ENSMUSG00000021432","Slc35b3","solute carrier family 35, member B3 [Source:MGI Symbol;Acc:MGI:1913978]"
7,6,9,15,11,15,"ENSMUSG00000021448","Shc3","src homology 2 domain-containing transforming protein C3 [Source:MGI Symbol;Acc:MGI:106179]"
657,874,795,1093,864,926,"ENSMUSG00000021451","Sema4d","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D [Source:MGI Symbol;Acc:MGI:109244]"
6670,3897,3399,4639,6660,4140,"ENSMUSG00000021453","Gadd45g","growth arrest and DNA-damage-inducible 45 gamma [Source:MGI Symbol;Acc:MGI:1346325]"
84,81,66,125,72,93,"ENSMUSG00000021456","Fbp2","fructose bisphosphatase 2 [Source:MGI Symbol;Acc:MGI:95491]"
13,4,25,29,5,7,"ENSMUSG00000021457","Syk","spleen tyrosine kinase [Source:MGI Symbol;Acc:MGI:99515]"
2005,1881,1344,2042,2610,3462,"ENSMUSG00000021458","Aopep","aminopeptidase O [Source:MGI Symbol;Acc:MGI:1919311]"
1860,1636,1607,2241,2101,1843,"ENSMUSG00000021460","Auh","AU RNA binding protein/enoyl-coenzyme A hydratase [Source:MGI Symbol;Acc:MGI:1338011]"
229,231,217,335,372,240,"ENSMUSG00000021461","Fancc","Fanconi anemia, complementation group C [Source:MGI Symbol;Acc:MGI:95480]"
248,158,106,682,359,667,"ENSMUSG00000021464","Ror2","receptor tyrosine kinase-like orphan receptor 2 [Source:MGI Symbol;Acc:MGI:1347521]"
217,121,220,437,277,292,"ENSMUSG00000021466","Ptch1","patched 1 [Source:MGI Symbol;Acc:MGI:105373]"
747,593,528,845,784,682,"ENSMUSG00000021468","Sptlc1","serine palmitoyltransferase, long chain base subunit 1 [Source:MGI Symbol;Acc:MGI:1099431]"
538,395,464,723,674,615,"ENSMUSG00000021470","Ercc6l2","excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2 [Source:MGI Symbol;Acc:MGI:1923501]"
2561,1453,1494,1848,1451,1564,"ENSMUSG00000021474","Sfxn1","sideroflexin 1 [Source:MGI Symbol;Acc:MGI:2137677]"
2818,2306,1912,3417,2891,3581,"ENSMUSG00000021476","Habp4","hyaluronic acid binding protein 4 [Source:MGI Symbol;Acc:MGI:1891713]"
9528,9084,6986,10044,6396,9939,"ENSMUSG00000021477","Ctsl","cathepsin L [Source:MGI Symbol;Acc:MGI:88564]"
260,202,261,407,283,357,"ENSMUSG00000021481","Zfp346","zinc finger protein 346 [Source:MGI Symbol;Acc:MGI:1349417]"
711,644,744,932,732,666,"ENSMUSG00000021482","Prxl2c","peroxiredoxin like 2C [Source:MGI Symbol;Acc:MGI:1913379]"
274,257,210,399,339,344,"ENSMUSG00000021483","Cdk20","cyclin-dependent kinase 20 [Source:MGI Symbol;Acc:MGI:2145349]"
8749,6170,5743,9540,6348,6740,"ENSMUSG00000021484","Lman2","lectin, mannose-binding 2 [Source:MGI Symbol;Acc:MGI:1914140]"
2037,1966,1549,1957,1354,1576,"ENSMUSG00000021486","Prelid1","PRELI domain containing 1 [Source:MGI Symbol;Acc:MGI:1913744]"
1014,598,769,1205,1186,1124,"ENSMUSG00000021488","Nsd1","nuclear receptor-binding SET-domain protein 1 [Source:MGI Symbol;Acc:MGI:1276545]"
371,369,289,352,469,637,"ENSMUSG00000021493","Pdlim7","PDZ and LIM domain 7 [Source:MGI Symbol;Acc:MGI:1914649]"
2649,1819,1536,2285,1719,2006,"ENSMUSG00000021494","Ddx41","DEAD (Asp-Glu-Ala-Asp) box polypeptide 41 [Source:MGI Symbol;Acc:MGI:1920185]"
122,63,148,114,341,188,"ENSMUSG00000021495","Fam193b","family with sequence similarity 193, member B [Source:MGI Symbol;Acc:MGI:2385851]"
189,210,181,235,205,173,"ENSMUSG00000021496","Pcbd2","pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2 [Source:MGI Symbol;Acc:MGI:1919812]"
2725,2285,2119,2858,2164,2143,"ENSMUSG00000021497","Txndc15","thioredoxin domain containing 15 [Source:MGI Symbol;Acc:MGI:1916922]"
1013,602,694,915,819,826,"ENSMUSG00000021500","Ddx46","DEAD (Asp-Glu-Ala-Asp) box polypeptide 46 [Source:MGI Symbol;Acc:MGI:1920895]"
646,657,507,1021,777,714,"ENSMUSG00000021501","Caml","calcium modulating ligand [Source:MGI Symbol;Acc:MGI:104728]"
493,372,377,618,427,409,"ENSMUSG00000021504","B4galt7","xylosylprotein beta1,4-galactosyltransferase, polypeptide 7 (galactosyltransferase I) [Source:MGI Symbol;Acc:MGI:2384987]"
2367,1856,1385,1266,898,826,"ENSMUSG00000021506","Pitx1","paired-like homeodomain transcription factor 1 [Source:MGI Symbol;Acc:MGI:107374]"
2072,1523,1455,1538,1227,1420,"ENSMUSG00000021508","Cxcl14","chemokine (C-X-C motif) ligand 14 [Source:MGI Symbol;Acc:MGI:1888514]"
280,111,187,209,161,237,"ENSMUSG00000021510","Zfp729a","zinc finger protein 729a [Source:MGI Symbol;Acc:MGI:3036250]"
110,79,96,101,124,95,"ENSMUSG00000021514","Zfp369","zinc finger protein 369 [Source:MGI Symbol;Acc:MGI:2176229]"
1985,1993,1840,2457,2279,1653,"ENSMUSG00000021518","Ptdss1","phosphatidylserine synthase 1 [Source:MGI Symbol;Acc:MGI:1276575]"
545,417,365,608,735,508,"ENSMUSG00000021519","Mterf3","mitochondrial transcription termination factor 3 [Source:MGI Symbol;Acc:MGI:1913660]"
2639,2547,2061,2600,1938,1827,"ENSMUSG00000021520","Uqcrb","ubiquinol-cytochrome c reductase binding protein [Source:MGI Symbol;Acc:MGI:1914780]"
268,220,170,287,305,289,"ENSMUSG00000021532","Fastkd3","FAST kinase domains 3 [Source:MGI Symbol;Acc:MGI:1916827]"
